"SNP" "perm_var" "beta"
"1" "SNP1" 0.00468466874470097 -0.0825799383982341
"2" "SNP1" 0.00471472669374342 0.0333525368768267
"3" "SNP1" 0.0049531380632281 0.0335314035068102
"4" "SNP1" 0.00465964219868036 -0.0285300339826743
"5" "SNP1" 0.00452436358066237 0.0513365360423227
"6" "SNP1" 0.00485114386344353 0.160156113283074
"7" "SNP1" 0.00483016073978731 -0.0281233571372874
"8" "SNP1" 0.00470186708046071 -0.104124584416118
"9" "SNP1" 0.00467788263242538 0.136963844284954
"10" "SNP1" 0.00496862869408492 -0.0342545459949968
"11" "SNP1" 0.00495260586506629 0.0409820885677161
"12" "SNP1" 0.00480530378653562 -0.028470067226109
"13" "SNP1" 0.0044209769048665 -0.0798403871358634
"14" "SNP1" 0.0046952650983877 0.0584717134002861
"15" "SNP1" 0.00437912525142753 -0.0233531770130309
"16" "SNP1" 0.00442748938807747 -0.0737660567400332
"17" "SNP1" 0.0053692028955499 0.0405878162773766
"18" "SNP1" 0.00448574672890013 0.062407544895934
"19" "SNP1" 0.00503087806661029 0.00739400266894506
"20" "SNP1" 0.00480452230014251 0.0419758258041382
"21" "SNP1" 0.00480106885723477 0.100082730796248
"22" "SNP1" 0.00493637214384858 -0.00505452091146999
"23" "SNP1" 0.00522720552834369 -0.0064990073798692
"24" "SNP1" 0.00471480723423978 0.0562119934708018
"25" "SNP1" 0.00406664795815328 0.0251469903153082
"26" "SNP1" 0.00489026533327214 -0.011314397160593
"27" "SNP1" 0.00483170424076369 0.042335108366274
"28" "SNP1" 0.00483012162085471 0.0210352870217081
"29" "SNP1" 0.00429209449280739 0.0815182206778594
"30" "SNP1" 0.00516313272096707 -0.0241349136241912
"31" "SNP1" 0.0043658321220461 0.0609260771125925
"32" "SNP1" 0.0045809542049565 0.121567087750116
"33" "SNP1" 0.00497481487269645 -0.161501998205722
"34" "SNP1" 0.00468808653446634 0.0565867895689053
"35" "SNP1" 0.00445186387943356 0.0116749817663767
"36" "SNP1" 0.00455684852645772 -0.046705910634741
"37" "SNP1" 0.00511330245098566 0.0629676559733799
"38" "SNP1" 0.00460489523794318 0.0127247695105974
"39" "SNP1" 0.00404273371922281 0.00149539468618704
"40" "SNP1" 0.00453654636017722 0.0206634660054594
"41" "SNP1" 0.0043158399370151 -0.0198264187989024
