"SNP" "perm_var" "beta" "maf" "true_var" "perm_bias"
"163" "SNP1" 0.00858038937698705 0.01808187281653 0.05 0.00962368421052632 -0.00104329483353927
"164" "SNP1" 0.00899456628867528 0.079427682674318 0.05 0.00962368421052632 -0.000629117921851035
"165" "SNP1" 0.00967350663765267 -0.204698183750727 0.05 0.00962368421052632 4.98224271263548e-05
"166" "SNP1" 0.00962821590498501 0.136499830537735 0.05 0.00962368421052632 4.531694458694e-06
"167" "SNP1" 0.0111852747156648 -0.0733600677317084 0.05 0.00962368421052632 0.00156159050513848
"168" "SNP1" 0.0101732920813033 0.113328906863729 0.05 0.00962368421052632 0.000549607870776984
"169" "SNP1" 0.0107136317440454 0.101756947583831 0.05 0.00962368421052632 0.00108994753351908
"170" "SNP1" 0.0102050338332067 0.0662500465430793 0.05 0.00962368421052632 0.000581349622680385
"171" "SNP1" 0.00875513055924265 -0.00429005835821243 0.05 0.00962368421052632 -0.000868553651283665
"172" "SNP1" 0.0100462591992712 -0.0412143568431039 0.05 0.00962368421052632 0.000422574988744885
"173" "SNP1" 0.00840442072035565 0.0188235119600996 0.05 0.00962368421052632 -0.00121926349017067
"174" "SNP1" 0.0106046994298716 0.0121769615760392 0.05 0.00962368421052632 0.000981015219345285
"175" "SNP1" 0.0123434079411126 0.12376259850944 0.05 0.00962368421052632 0.00271972373058628
"176" "SNP1" 0.00808584006494201 0.0707398562058586 0.05 0.00962368421052632 -0.00153784414558431
"177" "SNP1" 0.0108550865446797 -0.0465469365984329 0.05 0.00962368421052632 0.00123140233415339
"178" "SNP1" 0.00948889127631556 -0.160536783577753 0.05 0.00962368421052632 -0.000134792934210756
"179" "SNP1" 0.00811073944961908 0.123778306771496 0.05 0.00962368421052632 -0.00151294476090724
"180" "SNP1" 0.00848546087667558 -0.122736285461952 0.05 0.00962368421052632 -0.00113822333385074
"181" "SNP1" 0.00954801981485826 0.0858003722304077 0.05 0.00962368421052632 -7.56643956680552e-05
"182" "SNP1" 0.00825924684426902 0.0673323098717595 0.05 0.00962368421052632 -0.00136443736625729
"183" "SNP1" 0.0090593309432061 -0.129908736079285 0.05 0.00962368421052632 -0.000564353267320216
"184" "SNP1" 0.00994601826648108 0.162210934273101 0.05 0.00962368421052632 0.000322334055954764
"185" "SNP1" 0.0112836484610951 -0.0701063097391607 0.05 0.00962368421052632 0.00165996425056878
"186" "SNP1" 0.00995498627241312 0.0250361542938452 0.05 0.00962368421052632 0.000331302061886805
"187" "SNP1" 0.00921931436093795 -0.0560678136417954 0.05 0.00962368421052632 -0.000404369849588365
"188" "SNP1" 0.00858609306432476 0.0751656068292023 0.05 0.00962368421052632 -0.00103759114620156
"189" "SNP1" 0.011682068027242 0.0400977463397457 0.05 0.00962368421052632 0.00205838381671569
"190" "SNP1" 0.00942525340347723 -0.0409668874399222 0.05 0.00962368421052632 -0.000198430807049085
"191" "SNP1" 0.00991179164130219 -0.115966644093883 0.05 0.00962368421052632 0.000288107430775874
"192" "SNP1" 0.00942619445845087 0.0185497120835185 0.05 0.00962368421052632 -0.000197489752075446
"193" "SNP1" 0.0102435760533567 -0.0309040083963627 0.05 0.00962368421052632 0.000619891842830384
"194" "SNP1" 0.0110114421661036 0.0711814720073802 0.05 0.00962368421052632 0.00138775795557728
"195" "SNP1" 0.00938962409862102 -0.274534573188081 0.05 0.00962368421052632 -0.000234060111905295
"196" "SNP1" 0.0105371176985617 0.0605823730362438 0.05 0.00962368421052632 0.000913433488035385
"197" "SNP1" 0.00933145999277714 -0.292142382307923 0.05 0.00962368421052632 -0.000292224217749175
"198" "SNP1" 0.00962897296207335 0.0812549707376175 0.05 0.00962368421052632 5.2887515470338e-06
"199" "SNP1" 0.00732276743518561 -0.117271094022838 0.05 0.00962368421052632 -0.00230091677534071
"200" "SNP1" 0.0101811508875846 -0.11998600089186 0.05 0.00962368421052632 0.000557466677058284
"201" "SNP1" 0.00798454910841127 -0.0939227616568355 0.05 0.00962368421052632 -0.00163913510211505
"202" "SNP1" 0.00998904742598901 -0.0617880166782511 0.05 0.00962368421052632 0.000365363215462695
"203" "SNP1" 0.0105858730836008 -0.111434376150114 0.05 0.00962368421052632 0.000962188873074485
"204" "SNP1" 0.0095028368758149 0.102353315536683 0.05 0.00962368421052632 -0.000120847334711415
"205" "SNP1" 0.00934018844910155 -0.186865527671401 0.05 0.00962368421052632 -0.000283495761424765
"206" "SNP1" 0.00971200859776938 -0.0044943518254539 0.05 0.00962368421052632 8.83243872430647e-05
"207" "SNP1" 0.0109345425214458 0.00221719747096376 0.05 0.00962368421052632 0.00131085831091948
"208" "SNP1" 0.00910255833853389 -0.0668260971866826 0.05 0.00962368421052632 -0.000521125871992425
"209" "SNP1" 0.0106339510249557 -0.0656872260775707 0.05 0.00962368421052632 0.00101026681442938
"210" "SNP1" 0.0087749086818082 -0.0952555293450041 0.05 0.00962368421052632 -0.000848775528718116
"211" "SNP1" 0.00977515364104033 -0.0501141005665925 0.05 0.00962368421052632 0.000151469430514015
"212" "SNP1" 0.00978146683084798 -0.119966856736635 0.05 0.00962368421052632 0.000157782620321664
"213" "SNP1" 0.0108569397356955 0.00767011036813817 0.05 0.00962368421052632 0.00123325552516918
"214" "SNP1" 0.0101528232220304 -0.0433807762557691 0.05 0.00962368421052632 0.000529139011504084
