"SNP" "perm_var" "beta"
"1" "SNP1" 0.00425007557378912 -0.0771110754043757
"2" "SNP1" 0.00432436277008022 0.0315305047952936
"3" "SNP1" 0.00453180554707058 0.0308565449092651
"4" "SNP1" 0.00426171515574525 -0.027628267311679
"5" "SNP1" 0.00410520785770318 0.0484960376513414
"6" "SNP1" 0.00445173351648485 0.153900532888499
"7" "SNP1" 0.00440197679540393 -0.0262851762430348
"8" "SNP1" 0.00427665032238028 -0.0995651271802572
"9" "SNP1" 0.00424891641532608 0.128536690196625
"10" "SNP1" 0.00457141808758377 -0.0350448612369996
"11" "SNP1" 0.00450121290037638 0.0383041711311139
"12" "SNP1" 0.00434790726541391 -0.0262497928620856
"13" "SNP1" 0.00401221907484317 -0.0739417520039172
"14" "SNP1" 0.00431154793976983 0.0545575274800469
"15" "SNP1" 0.00396998403009707 -0.0229385435728918
"16" "SNP1" 0.00400675037206396 -0.0667258095495917
"17" "SNP1" 0.00490809867545378 0.0403218644996519
"18" "SNP1" 0.0040638120428283 0.0574337328802201
"19" "SNP1" 0.00457989462054028 0.00602134724402192
"20" "SNP1" 0.00439377719914688 0.0372185722839106
"21" "SNP1" 0.00439909223200354 0.096225525070739
"22" "SNP1" 0.00454845526201473 -0.00710055183495234
"23" "SNP1" 0.00468905541766917 -0.00686542705603836
"24" "SNP1" 0.00430481513390977 0.0542148959643874
"25" "SNP1" 0.0036732924731365 0.0196335129362493
"26" "SNP1" 0.0044640657145012 -0.0118316558224124
"27" "SNP1" 0.0044063249131776 0.0414243313509761
"28" "SNP1" 0.00444664192514996 0.0184161834389572
"29" "SNP1" 0.00393378153659455 0.0787810282228302
"30" "SNP1" 0.00474643421411877 -0.0231179641201951
"31" "SNP1" 0.00396865253204511 0.057736434309614
"32" "SNP1" 0.00421979110509747 0.114803736385772
"33" "SNP1" 0.00447668361819809 -0.15236213371758
"34" "SNP1" 0.00420629681628821 0.0548293770110978
"35" "SNP1" 0.00408025876121207 0.00978137659386161
"36" "SNP1" 0.00411580705262163 -0.0443715978347174
"37" "SNP1" 0.00465052211465486 0.0605494556350478
"38" "SNP1" 0.00420345275393242 0.0137995758862772
"39" "SNP1" 0.00369967258780302 0.000732796561046128
"40" "SNP1" 0.00417901552324964 0.0206160637353097
"41" "SNP1" 0.00389900257793518 -0.0206895428585069
"42" "SNP1" 0.00482428741346754 0.0336250296558947
"43" "SNP1" 0.00380993911289203 -0.0792650703469259
"44" "SNP1" 0.00431465664020053 -0.0478991611769698
"45" "SNP1" 0.00392359379694489 0.0476181528027487
"46" "SNP1" 0.0044602224059359 0.019490046905497
"47" "SNP1" 0.00475141450726305 -0.0416934064533357
"48" "SNP1" 0.00409740175564111 -0.0562560092323173
"49" "SNP1" 0.00378588792557353 0.0255703008629672
"50" "SNP1" 0.00440227790527416 0.0863054352981392
"51" "SNP1" 0.00475233083807626 -0.00172027685782522
"52" "SNP1" 0.00441940353376743 -0.0319905190195353
"53" "SNP1" 0.00424304354971694 0.0507443224113065
"54" "SNP1" 0.0040090808888173 0.00684818829666659
"55" "SNP1" 0.00434145827607819 0.069934018741
"56" "SNP1" 0.00419763230937596 0.163183358661723
"57" "SNP1" 0.00430055952435381 0.0293131929830903
"58" "SNP1" 0.00412490531049342 0.0372893117095537
"59" "SNP1" 0.00465522875192078 0.0961362303560789
"60" "SNP1" 0.00432857410289847 0.0614239926475908
"61" "SNP1" 0.00398329112379294 -0.0282073768721103
"62" "SNP1" 0.00469367113538326 -0.0305464461656176
"63" "SNP1" 0.00482177791297082 -0.0173587858135553
"64" "SNP1" 0.0037353699339463 0.0195838743028306
"65" "SNP1" 0.00480419736186136 0.0312273569509553
"66" "SNP1" 0.00468541215020184 0.0264468757078439
"67" "SNP1" 0.00421014281089458 0.0872293042706539
"68" "SNP1" 0.00409930586029299 0.0248689072444033
"69" "SNP1" 0.00472747959512686 -0.0609976867309175
"70" "SNP1" 0.00415484015705026 0.0681978790233638
"71" "SNP1" 0.0048434947292742 0.062234004401296
"72" "SNP1" 0.00436822964879428 0.015238741035889
"73" "SNP1" 0.0041261987985791 -0.086483289522498
"74" "SNP1" 0.00401533387262047 0.0535690150701761
"75" "SNP1" 0.00467257010616156 -0.0251392536982793
"76" "SNP1" 0.00399878230333169 -0.0778442964625539
"77" "SNP1" 0.00447259234676105 0.060570418001508
"78" "SNP1" 0.00396554092695615 0.0145047011879539
"79" "SNP1" 0.00550778709333297 -0.0401791432068208
"80" "SNP1" 0.00402804393406945 0.0093617457714788
"81" "SNP1" 0.00450949277359749 -0.0754801762240655
"82" "SNP1" 0.00455978912987877 0.0329012762560443
"83" "SNP1" 0.00366147369657372 0.0283780069096102
"84" "SNP1" 0.00409220111215465 0.0692835551744291
"85" "SNP1" 0.00387020652616309 0.0502088712740468
"86" "SNP1" 0.00375615633389513 -0.0120445776878675
"87" "SNP1" 0.00451432699120038 0.0173733915092922
"88" "SNP1" 0.0045867151558452 0.0166141189771912
"89" "SNP1" 0.00393523319653509 -0.000667686165165545
"90" "SNP1" 0.00380781051914321 -0.00931547105681345
