"SNP" "perm_var" "beta"
"1" "SNP1" 0.00437816665765215 0.0210020906004292
"2" "SNP1" 0.00446342993776939 0.132155578231687
"3" "SNP1" 0.00473129639283617 0.131783581561555
"4" "SNP1" 0.00440889868714026 0.0720696841306279
"5" "SNP1" 0.00427318440449163 0.149470911158463
"6" "SNP1" 0.00466520590197346 0.256018824398672
"7" "SNP1" 0.00453257486373004 0.0730808488761168
"8" "SNP1" 0.00442079575305467 -0.00111674059401856
"9" "SNP1" 0.00447704394822647 0.231438265927885
"10" "SNP1" 0.0047225870123735 0.0652559102697087
"11" "SNP1" 0.00467102035301989 0.139227758109205
"12" "SNP1" 0.00449193811832647 0.0729811052957068
"13" "SNP1" 0.00413086942266952 0.0240175214738038
"14" "SNP1" 0.00449962836469323 0.155908361071479
"15" "SNP1" 0.00412397878339255 0.0769288012836246
"16" "SNP1" 0.00412492597601693 0.0308254080249989
"17" "SNP1" 0.00503951653284828 0.140391370607943
"18" "SNP1" 0.00423238658517317 0.159157492515602
"19" "SNP1" 0.00476010418156378 0.106503044595194
"20" "SNP1" 0.00455938501726293 0.138878057665153
"21" "SNP1" 0.00455596149267198 0.197530859396846
"22" "SNP1" 0.0046682170960924 0.0936272297045462
"23" "SNP1" 0.00489684943380477 0.0932683132773257
"24" "SNP1" 0.00450537957785272 0.154888069690994
"25" "SNP1" 0.00386359855850472 0.12157109253455
"26" "SNP1" 0.00461463769577821 0.0883584415985561
"27" "SNP1" 0.00458127115458599 0.141721172149841
"28" "SNP1" 0.004630444045557 0.119331074447731
"29" "SNP1" 0.00407048650235203 0.179700947631044
"30" "SNP1" 0.00486826342109556 0.0765365153797204
"31" "SNP1" 0.00412834892990949 0.158829140698514
"32" "SNP1" 0.00437049527844074 0.217125359094771
"33" "SNP1" 0.00460897753501922 -0.0555012228030061
"34" "SNP1" 0.00442040138738742 0.15541742604692
"35" "SNP1" 0.00421460493396675 0.110444990271427
"36" "SNP1" 0.00425547296938796 0.0548300027743676
"37" "SNP1" 0.00482775850139146 0.161367674168697
"38" "SNP1" 0.00432853863571387 0.113411136390152
"39" "SNP1" 0.00382630891349653 0.10100199978969
"40" "SNP1" 0.00431886250038818 0.120620281679447
"41" "SNP1" 0.00405896034417244 0.0796282392996607
"42" "SNP1" 0.00499201878696325 0.134422844625836
"43" "SNP1" 0.00392037682139905 0.0167424400587794
"44" "SNP1" 0.00448214705668103 0.0507804219790644
"45" "SNP1" 0.00411010692205391 0.148252652175154
"46" "SNP1" 0.00458872006278564 0.119584242087035
"47" "SNP1" 0.00493517101461518 0.0584285170815547
"48" "SNP1" 0.00421473972857361 0.0425089023753628
"49" "SNP1" 0.00391439509625141 0.126053496059247
"50" "SNP1" 0.00456817664269271 0.188027288678277
"51" "SNP1" 0.00492300354788958 0.0992299716734143
"52" "SNP1" 0.00456824873152123 0.0672620405764435
"53" "SNP1" 0.00445763152796506 0.152749757612163
"54" "SNP1" 0.00415911870385942 0.106830972889683
"55" "SNP1" 0.00451154271353004 0.170656065025946
"56" "SNP1" 0.00437224485936176 0.264710942294405
"57" "SNP1" 0.00447306433161618 0.129082247413659
"58" "SNP1" 0.00427556083125014 0.13713132729414
"59" "SNP1" 0.00485690030938522 0.19808109194326
"60" "SNP1" 0.00452035094785449 0.162696342449471
"61" "SNP1" 0.00413622051093992 0.0725836562227501
"62" "SNP1" 0.00484805807771217 0.0689122299989515
"63" "SNP1" 0.00501790513299692 0.0839658339399732
"64" "SNP1" 0.00389527602951054 0.119791549468019
"65" "SNP1" 0.00501073688665943 0.132203495759385
"66" "SNP1" 0.00484340839260312 0.126415196989204
"67" "SNP1" 0.00438272462633007 0.188463511129995
"68" "SNP1" 0.00427360775730523 0.124984374347994
"69" "SNP1" 0.0048760605583058 0.03705286685083
"70" "SNP1" 0.00433773848650174 0.168779636372731
"71" "SNP1" 0.00505755194706566 0.164013066229483
"72" "SNP1" 0.00453021968252903 0.115008113558998
"73" "SNP1" 0.00423004288627959 0.0115865852892586
"74" "SNP1" 0.00416819517377846 0.154754004910705
"75" "SNP1" 0.00483096082189494 0.0744716658808824
"76" "SNP1" 0.004122954684122 0.0201162663919613
"77" "SNP1" 0.00466641110949191 0.161964245064194
"78" "SNP1" 0.00407706652429702 0.113522180048148
"79" "SNP1" 0.00568210088557297 0.0594494630463284
