"SNP" "perm_var" "beta"
"1" "SNP1" 0.00451452279048216 -0.278997909399571
"2" "SNP1" 0.004518716942098 -0.167844421768313
"3" "SNP1" 0.00465046140594309 -0.168216418438445
"4" "SNP1" 0.00444491337210372 -0.227930315869372
"5" "SNP1" 0.00427412736513846 -0.150529088841537
"6" "SNP1" 0.00450865556290513 -0.0439811756013284
"7" "SNP1" 0.00465414424477977 -0.226919151123883
"8" "SNP1" 0.00450042427129395 -0.301116740594019
"9" "SNP1" 0.00431220308708531 -0.0685617340721154
"10" "SNP1" 0.00474510123130355 -0.234744089730291
"11" "SNP1" 0.00470412146944227 -0.160772241890795
"12" "SNP1" 0.00460505106078876 -0.227018894704293
"13" "SNP1" 0.00426717077178056 -0.275982478526196
"14" "SNP1" 0.00439793604697123 -0.144091638928521
"15" "SNP1" 0.00415320714788421 -0.223071198716376
"16" "SNP1" 0.0042732197568364 -0.269174591975001
"17" "SNP1" 0.0051911718979856 -0.159608629392057
"18" "SNP1" 0.00423941815727237 -0.140842507484398
"19" "SNP1" 0.00475762794173836 -0.193496955404806
"20" "SNP1" 0.00455525524927865 -0.161121942334847
"21" "SNP1" 0.00457487210501368 -0.102469140603154
"22" "SNP1" 0.00477489493956872 -0.206372770295454
"23" "SNP1" 0.0048977925729521 -0.206731686722675
"24" "SNP1" 0.00440016039383557 -0.145111930309006
"25" "SNP1" 0.00377642526701711 -0.17842890746545
"26" "SNP1" 0.00467333627071091 -0.211641558401444
"27" "SNP1" 0.00456689111286449 -0.158278827850159
"28" "SNP1" 0.00454575994823483 -0.180668925552269
"29" "SNP1" 0.00409385816167763 -0.120299052368956
"30" "SNP1" 0.00499498782997059 -0.22346348462028
"31" "SNP1" 0.00413049836204853 -0.141170859301486
"32" "SNP1" 0.00436191938747721 -0.0828746409052289
"33" "SNP1" 0.00479514102157818 -0.355501222803006
"34" "SNP1" 0.00434751103336286 -0.14458257395308
"35" "SNP1" 0.00426137370179085 -0.189555009728573
"36" "SNP1" 0.00437148949855855 -0.245169997225632
"37" "SNP1" 0.0048429918329284 -0.138632325831303
"38" "SNP1" 0.00443416398459011 -0.186588863609848
