"SNP" "perm_var" "beta"
"1" "SNP1" 0.00449933122518358 0.321002090600429
"2" "SNP1" 0.00465474491489634 0.432155578231687
"3" "SNP1" 0.00510069860333709 0.431783581561555
"4" "SNP1" 0.00461165311687505 0.372069684130628
"5" "SNP1" 0.0045296954260435 0.449470911158463
"6" "SNP1" 0.00507411234753987 0.556018824398672
"7" "SNP1" 0.00466649344410231 0.373080848876117
"8" "SNP1" 0.00460141874014587 0.298883259405981
"9" "SNP1" 0.00491233538988857 0.531438265927885
"10" "SNP1" 0.00493798943364462 0.365255910269709
"11" "SNP1" 0.00491188187213547 0.439227758109205
"12" "SNP1" 0.00464291532538472 0.372981105295707
"13" "SNP1" 0.0042449379075052 0.324017521473804
"14" "SNP1" 0.00483780236943558 0.455908361071479
"15" "SNP1" 0.00433979581207814 0.376928801283625
"16" "SNP1" 0.0042232364582866 0.330825408024999
"17" "SNP1" 0.00514473372743233 0.440391370607943
"18" "SNP1" 0.00449548296639294 0.459157492515602
"19" "SNP1" 0.00502284264951067 0.406503044595194
"20" "SNP1" 0.00480922287098087 0.438878057665153
"21" "SNP1" 0.0047999323793662 0.497530859396846
"22" "SNP1" 0.00479657087317487 0.393627229704546
"23" "SNP1" 0.00515351865786236 0.393268313277326
"24" "SNP1" 0.00487085253071183 0.454888069690994
"25" "SNP1" 0.00422167241613518 0.42157109253455
"26" "SNP1" 0.00480831200505186 0.388358441598556
"27" "SNP1" 0.00485047607621972 0.441721172149841
"28" "SNP1" 0.00496502103070038 0.419331074447731
"29" "SNP1" 0.00427392987393635 0.479700947631044
"30" "SNP1" 0.00496795652725707 0.37653651537972
"31" "SNP1" 0.00437862879228846 0.458829140698514
"32" "SNP1" 0.0046274408202986 0.517125359094771
"33" "SNP1" 0.00467665482060359 0.244498777196994
"34" "SNP1" 0.00475587690188409 0.45541742604692
"35" "SNP1" 0.00440256518508576 0.410444990271427
"36" "SNP1" 0.0044200015602508 0.354830002774368
"37" "SNP1" 0.00506441593756627 0.461367674168697
"38" "SNP1" 0.00446030176836712 0.413411136390152
"39" "SNP1" 0.00403201756850309 0.40100199978969
"40" "SNP1" 0.00456283511933158 0.420620281679447
